z_t_math_base,z_t_math_end,blockZZ,treatment,spillover_class,in_person_sch,z_baseline,age2,female,father_jhs,mother_jhs,ses1,class_size,t_female,t_age2,t_exp,t_4yrcoll,t_cert,t_major_math,t_rank_yigao,b_t_math_t_direct,e_t_math_t_direct,b_t_math_t_active,e_t_math_t_active,b_t_math_fixed,e_t_math_fixed,b_t_math_rules,e_t_math_rules,b_t_math_inquiry,e_t_math_inquiry,t_intr_mot_base,t_intr_mot_end,t_prosoc_mot_base,t_prosoc_mot_end,blockZ
.88731378,.1221473,50,0,1,0,.24713388,13.844667,.47058824,.79411763,.85294116,-.9283109776405097,34,0,43.63039,20,0,1,0,1,1.1273012,.25946057,1.0366269,.23377366,.17051569,-.11528324,-.22365566,-.18333761,-.082138166,.45169476,-1.1041979,-1.7447604,-1.0413193,-2.2640173,5
1.0870577,.63518125,41,1,0,0,.12242581,13.132297,.42857143,.60000002,.71428573,-.8025040218370645,35,0,33.9603,11,1,1,0,0,2.0289998,1.0063095,-1.0499353,-.30536658,1.2661484,.60201305,.2989729,.71049106,-.082138166,.54278994,.45137396,.91215891,.28701168,.96332812,4
-1.3098691,.29315862,51,1,1,0,.12511587,13.942624,.47826087,.78260869,.9130435,-.492181457867474,46,0,41.546886,23,0,1,0,1,.34613797,-.3035225,-.68882895,-.35901612,1.0826138,.97564381,-2.5055513,-1.8775356,-.50409472,-.004593364,-.25893682,-1.7447604,-.62138045,-.78218269,5
1.0870577,.46416995,40,0,1,0,-.051374823,12.884137,.37931034,.44827586,.41379312,-.1198134877817731,58,1,36.876114,16,0,1,1,1,-.62487411,.42686355,1.8076931,.32815129,.81449544,-1.7011932,1.1453378,.19726267,-.73433834,-.46088147,-1.8299321,-1.6253393,-3.0778303,-2.7426,4
.48782599,.46416995,60,0,0,0,.24109438,14.678143,.53191489,.53191489,.42553192,-.0938589899054875,47,1,37.295002,11.5,0,1,1,1,-.14163235,-.95555043,.39842924,.85701269,.86490256,-.64371735,.35532027,.39342859,.49869403,.54278994,-1.590801,-.53187484,-.79991448,-.73657739,6
1.0870577,.97720391,40,0,1,0,-.73677969,13.038609,.2962963,.68518519,.5,-.2005042800688793,54,1,28.465435,4,1,1,1,0,.30805409,-1.3872191,-.31033483,1.7923232,-.45279342,-1.8704903,.28605723,.71049106,-.53019851,-.46088147,.96874642,.91215891,1.0188677,.96332812,4
.88731378,.80619258,50,0,0,0,.30539879,13.764986,.52542371,.52542371,.49152541,-.4775136777544758,59,1,29.546886,5,1,1,1,0,-1.229702,.25598434,-.61523062,-.40508726,.52066994,-.69234127,-1.0145571,1.7457509,.33981839,.71962202,-.60224879,.32213247,-.34669834,-.52708185,5
.48782599,-.39088663,41,1,1,0,-.75308239,13.059057,.42500001,.69999999,.52499998,-.3925413346636064,40,1,33.464748,9,0,1,0,0,-.57378072,.25191152,.38239431,-.78949863,1.0808923,1.7306975,-.099870443,-.32730845,1.7793648,-1.2231284,.96874642,-.52216679,-.56442744,-.025455683,4
.88731378,-.21987534,51,1,0,0,.11714423,14.014716,.5625,.75,.6875,-.4860928617240239,32,0,38.294319,16,0,1,1,1,-.029442372,2.031086,.20514631,.0085016219,.29392052,-.90661144,.35532027,.71049106,.36592227,-.004593364,.96874642,-.19101356,1.0188677,-.27198109,5
,.63518125,40,0,1,0,.20819519,12.832641,.34146342,.60975611,.5,.0056381522925969,41,1,49.9603,32.5,0,1,0,1,-.19515872,-.67531669,-.67570662,.26422295,-.097902596,-.11542809,.65937561,-.0041384781,-.082138166,-.004593364,-1.7411746,-2.3973587,-.62138045,-2.7426,4
,.63518125,60,0,0,0,-.99065304,14.750262,.53333336,.26666668,.40000001,.2199677584984387,15,1,34.294319,15.5,0,1,0,1,-.19515872,-.67531669,-1.592555,.26422295,-.097902596,.029257545,.65937561,-.0041384781,-.082138166,-.004593364,-1.7411746,-2.3973587,-1.4336246,-2.7426,6
.48782599,-.73290926,11,1,1,0,-.043915369,12.465587,.52777779,.69444442,.60000002,.0860692608633534,36,0,53.379875,32,0,1,0,1,-.26292214,2.0286458,.75662309,.19798115,1.1879753,-.042741887,-.25279033,-1.8903159,-.082138166,-.004593364,.96874642,-.081300527,1.0188677,-1.2151598,1
.68756992,-.21987534,31,1,0,0,-.38393542,14.530035,.5,.73809522,.69047618,-.0270220186597083,42,1,30.874743,4,1,1,0,0,.48787233,.15725379,-1.4931867,.63174075,1.2618927,1.3030157,-.59379452,-.44296974,-.082138166,.063513145,-1.4629331,-.19101356,-.10925148,-.0026530731,3
-.1114057,.46416995,12,2,1,1,-.19885692,12.44346,.52631581,.7368421,.65789473,-.1172205126967527,38,0,44.799454,23,0,1,0,1,-.44859055,-.69892865,-.31033483,.0085016219,.15974784,-.2582843,-.53294724,-2.320627,-.69153476,-1.2367487,-2.7143033,4.2216768,-3.0778303,4.6692562,1
.68756992,.80619258,32,2,0,1,-.83887374,14.408785,.4893617,.70212764,.53191489,-.355294996700507,47,0,27.211498,4,1,1,1,0,1.1826775,1.1316514,.055036951,-.25749847,.52179921,-.16159527,.65937561,.71049106,-.082138166,-.004593364,.32350612,-.52216679,-.34669834,-.78218269,3
.68756992,-.21987534,10,0,1,0,.25907281,12.391464,.53571427,.78571427,.75,-.4844120963573009,56,1,35.37851,14,0,1,0,1,-1.2502559,-1.5469011,-.44211686,.63174075,.011856273,.17270033,-1.6515071,-.64080292,-.082138166,1.0671847,-.01980578,-.19101356,.70299262,-.27198109,1
.88731378,-.39088663,20,0,0,0,.28176841,13.55845,.52238804,.67164177,.68656719,-.6206567598989761,67,0,25.045858,3,0,1,1,0,.23607056,.17362314,-.2338239,.062151175,.16216655,-.76744103,.038349345,-.0041384781,.97786903,.99907804,-.25893682,-1.5530593,1.0188677,-.27198109,2
.68756992,.63518125,12,2,0,0,-.3522599,12.993544,.43243244,.7027027,.51351351,-.0189450803578532,37,1,27.378508,4.5,1,1,0,0,.047747143,.83913386,-2.3509741,-.25749847,-.088546045,1.4198185,-.70483541,.51178563,-.53019851,.24034525,-.25893682,-.19101356,-.34669834,-1.2379625,1
.28808209,.1221473,22,2,1,0,-.56405902,13.929514,.55102038,.79591835,.65306121,-.0872269282619614,49,0,38.379192,20,0,1,0,1,.98553032,-.44899628,.0099915881,-.50126177,-.095362052,-1.4136609,1.449393,-.36064169,-.082138166,-1.2959405,.96874642,.91215891,1.1189736,.73103005,2
-.71063739,-.39088663,11,1,0,1,.18412118,12.907985,.4528302,.79245281,.75471699,-.4146055066128817,53,1,35.293636,15,0,1,1,0,-.39750665,-1.3745743,-.31033483,.29235879,-.87025267,-.63059253,-1.0217826,-1.3729304,-.082138166,-.004593364,.060688037,.00068742194,-.59598577,.92265129,1
-.1114057,-.21987534,21,1,1,1,.0045622098,13.814739,.60416669,.8125,.79166669,.0592980294146373,48,0,43.63039,25,0,1,0,1,-.19515872,3.1458278,.055036951,-1.7753199,-1.1656803,2.1661735,.65937561,-1.1868287,-.082138166,-2.0635881,-.25893682,-.19101356,.28701168,-.27198109,2
.088338196,-3.6401017,12,2,1,1,.043420468,12.835827,.5714286,.80952382,.80952382,-.22455308700238,21,1,41.127995,20,0,1,1,1,.79744315,,-.030898681,,-.54805529,,-.33975142,,-.082138166,,.96874642,,1.0188677,,1
-.3111496,-3.6401017,22,2,0,1,.46015385,13.394064,.5,.68181819,.63636363,.0634129117577463,22,0,41.04586,18,0,1,0,1,1.0771551,,.055036951,,-.097902596,,.39241686,,-.082138166,,-.53009593,,-1.7926524,,2
.88731378,.46416995,11,1,0,0,.0021038943,12.887259,.41818181,.78571427,.83928573,-.9983222040732779,56,1,40.213551,22,0,1,0,1,-.28050247,-.10356894,-.31033483,-.55929112,-.62783539,-.90845031,-.44555601,-1.9665604,-1.080654,-1.6981746,1.0729272,-.66161889,-2.2458684,-2.7426,1
.28808209,-3.6401017,21,1,1,0,-.094989724,14.148748,.3898305,.84745765,.88135594,-.7808525319719669,59,1,48.213551,30,0,1,0,1,-.027070681,,-.31033483,,-.62783539,,-.44555601,,-.27669781,,1.3120582,,-1.9711864,,2
-2.5083325,.46416995,12,2,1,1,.60576695,12.643704,.47169811,.86792451,.88679248,-1.089720434119505,53,1,45.63176,28,0,1,0,1,.52625167,.0093268044,.3289493,1.1588054,.87160367,-.22231491,-.17091788,.91458791,-.69153476,1.0671847,-.60224879,-.52216679,-1.6141182,.25244769,1
-2.5083325,.29315862,22,2,0,1,-.15758215,13.683946,.44897959,.65306121,.83673471,-.7908870340963384,49,1,46.959618,27,0,1,0,1,.52625167,-1.5026014,.3289493,-1.0940516,.87160367,-1.1968975,-.17091788,-2.4798918,-.69153476,-.004593364,-.60224879,.91215891,-1.6141182,-2.0457053,2
-.51089352,.1221473,12,2,0,1,.034854844,12.89522,.52083331,.625,.625,-.4018318632822726,48,1,38.464066,18,0,1,0,1,-.11079572,-1.1621364,.30879587,.63174075,-1.7970009,-1.48466,.96343082,.1062876,-.082138166,-.004593364,.96874642,.91215891,.52249879,.96332812,1
.68756992,.29315862,22,2,1,1,-.19165215,13.982832,.54166669,.6875,.75,-.5260152293220118,48,1,23.7974,.17,1,1,1,0,-.85431641,.32258168,1.0395393,-.20205207,-1.4814305,-.88999552,-.54873604,-.24156864,-.082138166,.063513145,.62543452,.38930479,1.2425143,.2208285,2
-.51089352,-.39088663,11,1,1,1,.1745383,12.852815,.4528302,.58490568,.67924529,-.4905669412337608,53,1,22.546202,0,0,1,1,0,-.57383096,.261381,-.72488612,-.35901612,.46640581,-.10627666,.29373661,-1.0188638,-1.1395952,-1.3393726,-.25893682,-.19101356,.014289293,-.039682936,1
.48782599,.46416995,21,1,0,1,-.21798488,13.763315,.47457626,.59322035,.62711865,-.7241953226945312,59,0,34.045174,14,0,1,0,0,2.1735911,1.3529696,-.22070143,-.30536658,.0422162,.91594666,1.0000973,.19202742,-.95215517,-.004593364,.60174751,-1.2941861,-.34669834,-.7964099,2
-.1114057,-.048864014,12,2,0,0,-.0031586466,12.751438,.44444445,.81481481,.81132078,-.4116246822124858,54,0,53.295002,32,0,1,0,1,-.68067348,-.8999601,.81006807,1.1051557,.38849241,-.49627563,-.29647735,1.1107537,-.47544062,.71962202,-.01980578,-.38271457,-.030823197,-1.0429353,1
-.1114057,-.73290926,22,2,1,0,-.30130994,13.769461,.38636363,.86363637,.84090906,-.4160104779660273,44,1,28.547569,6,1,1,0,0,1.1826775,-.19377995,.055036951,-.79225898,.013514314,.95400441,.9424057,1.1440871,.36592227,.45169476,-.25893682,.91215891,.52249879,-.039682936,2
.088338196,1.1482152,11,1,0,0,-.23319902,12.62269,.39583334,.83333331,.79166669,-.5179456138814286,48,1,46.5462,28,0,1,0,1,.22538047,-.67647702,.055036951,.0085016219,.49234316,.33568662,.022277979,.19202742,-.082138166,-.004593364,.69050503,.00068742194,.28701168,.96332812,1
.88731378,1.1482152,21,1,1,0,-.27893001,13.959997,.55555558,.86666667,.66666669,.0242100321950359,45,1,29.713894,4,1,1,1,0,.29384363,-.49169919,.40728626,.0085016219,.016622113,.34491408,-.73064291,.19202742,-.082138166,-.004593364,.10806207,-.52216679,.70299262,.96332812,2
.88731378,.80619258,11,1,1,0,.01801829,12.769543,.50943398,.75471699,.6981132,-.4330423139341655,53,1,35.211498,14,0,1,0,1,-.39635795,.1480386,-1.6533322,1.4248055,3.1680436,-.35613081,.32633328,.79525572,-.082138166,-.004593364,-.36311772,-.32075763,.6891923,-1.7307721,1
-.1114057,.63518125,11,1,1,0,.19357093,12.784307,.41666666,.70833331,.625,-.1161484553314781,48,1,26.713211,2.5,1,1,1,0,-.77121186,-.45099398,.67416769,.31029424,-.016425997,-.40296996,-1.2278941,-.7865659,1.141314,-.004593364,-.25893682,.58100575,-.34669834,.7082274,1
1.0870577,.29315862,31,1,0,0,.19129854,15.015945,.5,.66666669,.5,-.0131065374039532,54,1,44.295689,26,0,1,0,1,.99006027,2.0031071,-.96747988,.0085016219,-.18967061,.43882358,.051265046,.51432514,-.20743653,-.70625252,.69050503,-.64158791,.10651787,.91207117,3
,-3.6401017,31,1,1,0,.13893522,14.696375,.68085104,.70212764,.68085104,-.0100723772658337,47,,,,,,,,,,,,,,,,,,,,,,3
.088338196,.46416995,10,0,0,0,.034149431,12.712663,.42500001,.82499999,.625,-.0177827462084169,40,1,27.712526,1.2,1,1,1,0,.88695687,.71542865,-.22070143,.0085016219,.24344751,-.042741887,-1.8604919,-.48221004,-.082138166,-.004593364,.62543452,.3318406,-.66257346,-.29478371,1
.088338196,.63518125,20,0,1,0,.1788196,13.665446,.45652175,.73913044,.78260869,-.0923648437254728,46,1,36.295689,16,0,1,0,1,-2.2212241,.51303566,-.92946547,-.72653389,-.41460484,-.46700472,-1.0536666,-.6382634,.33981839,-1.7416067,-.25893682,-.19101356,-.34669834,-.27198109,2
.088338196,-.048864014,12,2,0,1,.26044333,12.711987,.47999999,.81333333,.77333331,-1.132056053226841,75,0,34.713211,16,0,1,0,0,.24300788,1.1062728,-.31033483,-.35901612,1.083743,1.1796182,.55301595,.91458791,-.72018886,-.46088147,-.36311772,-.2007217,.10651787,.47592926,1
.088338196,.1221473,22,2,1,1,.14861125,13.632087,.46739131,.84782606,.76086956,-.930463275732772,92,1,35.63039,17,0,1,0,0,-1.2464522,.39904886,.40728626,.0085016219,-.27718425,-.10620068,-2.3625255,-.20553961,-.69865435,-.43150184,-.25893682,-1.6253393,-3.0778303,-2.5103016,2
.88731378,-.21987534,10,0,1,0,.31182998,12.762358,.5714286,.7647059,.66666669,.3920868849495373,51,1,41.798767,22,0,1,0,1,.48329204,.79955077,.74776608,.23377366,-.80711699,2.0771034,-.38542145,.71049106,-.082138166,.020080879,.62543452,.91215891,1.0050675,.20660125,1
.88731378,-.21987534,30,0,0,0,-.5151397,14.838116,.51351351,.64864862,.56756759,.2708824176374686,37,0,54.294319,33.200001,0,1,0,1,.57983965,1.8627325,-.22070143,.010298484,-.34307301,-.39557198,.12545805,.27689499,-2.1551659,-.16379507,.96874642,.38930479,.069282599,-.51826537,3
.88731378,-.56189793,11,1,1,1,.41325417,12.530263,.5,.73214287,.6785714,-.0757757057999041,56,1,43.044491,22.299999,0,1,0,1,-.89887106,.9480384,.40437379,.27450168,-1.3191726,.73476112,.58200306,-.63659614,.49869403,-.63771361,.96874642,.13043147,.28701168,.2208285,1
-.51089352,-3.6401017,11,1,1,1,,,.5,.74545455,.74545455,-.0180733532032998,55,0,45.63176,27,0,1,1,1,-3.4989984,,1.8076931,,.59591693,,2.0283689,,1.7793648,,.96874642,,1.0188677,,1
.68756992,.46416995,31,1,0,1,.64436984,14.953415,.53061223,.77551019,.59183675,.3648915830714139,49,0,43.211498,23.299999,0,1,0,1,-1.4452446,.28879574,.67125517,1.4248055,-1.3191726,-1.0054487,.58200306,-.0041384781,1.1367447,.71962202,.96874642,.3318406,.28701168,.20660125,3
.28808209,-.56189793,11,1,1,0,-.48528504,12.713086,.38181818,.58181816,.58181816,.185455808747247,55,0,32.799454,10,0,1,0,0,.46126702,-.5159936,-.38393325,-.068018921,.32446036,-1.8074462,.40009618,.044597171,-.082138166,.1088376,.96874642,.91215891,1.0188677,.0061634984,1
.68756992,.80619258,21,1,0,0,.044080801,13.650859,.33333334,.59523809,.66666669,-.1107848567407854,42,1,48.876114,27,0,1,0,1,-.66860086,-.30648169,1.0235045,.85701269,-.35840705,-.90760225,.022277979,.36165962,-.082138166,.72432739,.96874642,.91215891,.52249879,.48474586,2
.68756992,-.048864014,11,1,1,1,-.26023954,12.559556,.42222223,.93333334,.80000001,-.3773911235990144,45,1,38.045174,19,0,1,0,1,-1.0046448,-.22308166,-.21184444,.0085016219,-.090400144,.70162374,-1.5770079,-1.7052922,-3.1981184,-.43150184,-1.7648617,-1.6253393,-.67637378,-1.7221967,1
.28808209,-.73290926,21,1,0,1,-.63399053,13.669559,.38709676,.54838711,.58064514,.1642690527625273,31,0,42.379192,22,0,1,0,1,1.0854385,.96083242,1.0235045,-.8968761,2.0750544,.018185709,-.18698925,.36009532,.97531885,-.68818969,.96874642,.067859754,1.0188677,.25244769,2
1.2868016,.46416995,11,1,1,0,-.17292374,12.845955,.49253732,.85074627,.85074627,-.3948940224865455,67,1,40.380562,20,0,1,0,1,-.1054657,-.72550553,-.69768596,-.79046208,-.98639864,-1.0524421,-.11846267,.90935254,-.082138166,-.004593364,.96874642,.91215891,-.78611422,.96332812,1
.88731378,.46416995,21,1,0,0,-.3075867,13.748947,.43661973,.80281693,.67605633,-.1185942363787982,71,1,41.464748,21,0,1,0,1,-.4464674,-.3407408,1.5319548,-1.0404021,-.69323212,-1.0524421,1.4122965,.90935254,1.1080906,-.004593364,.32350612,.91215891,.52249879,.96332812,2
.48782599,.80619258,10,0,1,0,.2023885,12.685746,.5625,.890625,.828125,-.8426661816105213,64,1,31.7974,13,0,1,0,1,-.77339679,-.27782956,-1.0250435,-.66260558,1.4384705,.42778304,-.25279033,-.89796716,-1.1371347,-1.3734577,-.25893682,-.19101356,-.34669834,-.27198109,1
.48782599,-1.2459432,30,0,0,0,-.67654264,14.793651,.47619048,.76190478,.82539684,-.7715239708665295,63,0,43.126625,22,0,1,0,1,1.0276397,1.3170778,.055036951,.61388367,1.4394778,1.8981535,.65937561,.71049106,-.082138166,-.004593364,.96874642,.91215891,.52249879,.96332812,3
-.91038132,-.048864014,21,1,0,1,-.9606483,14.106352,.48275861,.62068963,.68965518,-.8038827179506034,29,1,26.874743,1,1,1,1,0,.14101741,-.01997491,-.67570662,-.25570166,-.98639864,-.27208403,-.59903085,-.35722992,-.082138166,-.004593364,-.25893682,-.33046579,-.34669834,-.039682936,2
-1.7093569,.63518125,31,1,1,1,-1.656723,14.853122,.2820513,.64102566,.69230771,-.4056311458159841,39,1,50.631073,34,0,1,0,0,-1.1710873,.38749278,-.044021044,-.73732924,-2.6320076,-.23338141,-.87770867,1.3069196,.5272584,.8222459,.96874642,-.33046579,-.88226223,-.0026530731,3
.088338196,-3.6401017,11,1,1,0,,,.60869563,.54166669,.83333331,-.7590824058464171,24,1,48.295689,24,1,1,1,1,2.6984758,,-.88379103,,.89893526,,.9424057,,.94675446,,.96874642,,.28701168,,1
-.91038132,-3.6401017,21,1,0,0,,,.37037036,.85185188,.66666669,-1.083318999717763,27,1,40.799454,20,0,1,0,1,.69433975,,-1.2014135,,-.021797566,,.65937561,,-.082138166,,.38630345,,-.20935728,,2
.88731378,.80619258,10,0,0,0,-.42761722,12.877956,.51020408,.75510204,.81632656,-.9115829537286732,49,0,43.211498,21.5,0,1,0,1,1.0841038,1.1131172,.30879587,-.35901612,1.2607635,.92080957,1.1453378,-.10526963,-.27669781,-1.3593415,.62543452,.25956073,-.34669834,-1.2610061,1
.88731378,.46416995,20,0,1,0,-.22778311,13.94311,.46511629,.83720928,.88372093,-.9014754600320607,43,0,44.295689,21,0,1,0,1,.23639567,-1.7950103,-6.9555879,-6.3917494,-1.1656803,1.7624943,.92633432,.71049106,.36592227,-.004593364,-.25893682,-.19101356,-.76267928,-.27198109,2
-.71063739,.97720391,10,0,0,0,-.46061543,12.872184,.44927537,.68115944,.69565219,-.8351615263726,69,0,50.045174,32,0,1,0,1,-1.9932122,-1.3904936,-1.1841568,-.18559678,-.66106206,.54729587,-1.6886038,-1.563758,-.082138166,-.004593364,.96874642,.00068742194,1.0188677,.7082274,1
-.51089352,.29315862,20,0,1,0,-.48012218,13.859933,.38297874,.72340423,.76595747,-.9314002202328855,47,0,51.293636,35,0,1,0,1,1.2386371,.33543289,-.31033483,-.72653389,1.6109056,.73520279,.65937561,.07549385,-.69153476,-.43150184,-.25893682,.91215891,-.34669834,.43889937,2
-.1114057,.80619258,10,0,1,0,-.4622243,13.026918,.47540984,.78688526,.78688526,-.7194504834928402,61,0,37.379875,16,1,1,1,1,-1.8839839,-1.7532579,1.0929846,.31029424,-.62727076,.70526701,-2.4845262,-.84053677,-.39988944,-.004593364,-1.0734285,-.12844189,-.93725556,-.54130912,1
.68756992,.46416995,20,0,0,0,-.23089501,14.064096,.48888889,.77777779,.68888891,-.7655904909536331,45,1,36.213551,15,0,1,0,0,-1.1109434,-2.0198026,1.1665829,.85701269,-2.4254355,-2.5895236,.071836211,-1.2690005,1.9407011,.61089641,.96874642,.91215891,1.0188677,.96332812,2
-.51089352,-.56189793,10,0,1,0,-.34924671,13.018147,.34146342,.80487806,.85365856,-.579605445419938,41,0,35.293636,15,0,1,0,1,1.1229945,-.013130543,.39551675,-1.845754,.042751968,.69213587,1.1082412,-.44296974,.050633684,-1.1557173,.45137396,-.76162386,1.0188677,-.22613467,1
1.0870577,.46416995,30,0,0,0,-.48794171,14.865232,.42105263,.68421054,.68421054,-.8178187364671953,38,1,36.547569,17,0,1,0,0,-.10837691,-.48941681,-.29429987,-.20384891,1.2279056,1.4661468,.88966793,-1.087534,-.2721284,.71469611,-2.7143033,-.55959994,.092717558,-.27763292,3
-1.3098691,-.73290926,11,1,1,0,.59633988,13.604981,.54545456,.39024389,.29268292,.7112405406396827,41,1,36.046543,16,0,1,0,1,-.96081948,.14472467,-.31033483,-.35901612,.71997106,1.3834457,-.12614204,-.98370683,-.082138166,-.004593364,.72961533,.3318406,.88152665,.96332812,1
.088338196,-.21987534,21,1,0,0,-.9958778,14.676512,.53191489,.55319148,.21276596,.7543086604246041,47,0,40.213551,20,0,1,0,1,.014383134,1.977845,.81433362,1.1212161,-1.1502475,-.16909991,-.6887641,1.3747176,1.5848053,.74900156,.96874642,.14013959,1.0188677,.96332812,2
.48782599,.29315862,10,0,0,0,.069701836,13.216427,.66000003,.46000001,.41999999,.1984409721294176,50,1,26.12731,3,0,1,1,0,.86518002,.43178749,-.54866314,-.97404271,2.8234918,-.2582843,1.4122965,.71049106,1.1653092,-.004593364,-.01980578,.00068742194,1.0188677,-.27198109,1
.088338196,-.048864014,20,0,1,0,-.19658431,14.539934,.44444445,.40000001,.48888889,.2744740820601136,45,1,35.044491,15,0,1,0,1,-.0025416242,.025767511,-.72915161,-.66080874,-.013038766,.18240078,-2.2193415,-1.5038912,-1.4954909,-2.7601097,-1.9803056,-2.3973587,-1.3140415,-.99684775,2
1.0870577,.97720391,11,1,1,0,-.091797404,13.449983,.42424244,.63636363,.45454547,-.2434084862939435,66,1,26.212183,3,1,1,1,0,.705993,.77809137,1.8076931,1.7923232,-.12479328,1.5718762,2.5917034,1.7722846,2.3887613,2.0544012,.96874642,.91215891,1.0188677,.96332812,1
.68756992,.80619258,31,1,0,0,-.14224167,15.484118,.47540984,.6557377,.52459013,-.1274760310633735,61,0,30.12731,5,1,1,0,0,1.0472931,.99444759,.03014498,1.7923232,-.12479328,1.5718762,2.3247449,2.2907484,1.9407011,.17694412,.10806207,.91215891,-.20935728,.96332812,3
.28808209,-.048864014,40,0,0,0,-.90862417,14.12346,.21875,.375,.5,.059200903952181,32,1,25.798767,4,0,1,0,0,.67303294,-1.1959558,-.38575929,.36574063,.83861363,1.8960719,.41616753,.71049106,-.13935661,-.004593364,.25843561,-.19101356,-.47023904,-.27198109,4
.28808209,.46416995,50,0,1,0,-.44558203,14.743013,.48571429,.22857143,.2,.2136204061790211,35,0,36.714581,17,0,1,0,1,-1.1122279,-1.8438727,-1.7192882,.53736305,.040984824,.47967839,.9424057,.62562346,1.556151,.15931372,-2.7143033,-.71386778,.58708847,-.039682936,5
-1.1101252,.29315862,42,2,1,0,-.45399073,13.334748,.31666666,.5,.38333333,.0921042650862011,60,0,59.63039,40,0,1,0,1,2.1353974,1.0317483,.055036951,-.35901612,-.62783539,-.90845031,.65937561,-.32730845,-.082138166,-.004593364,.96874642,.91215891,1.0188677,.96332812,4
.68756992,.1221473,62,2,0,0,-.48764086,15.464842,.40000001,.53333336,.36666667,.1141555522038738,30,0,45.9603,26,0,1,1,1,.42494628,-1.7476548,.055036951,-1.5733738,.011856273,.17369105,.051265046,-.89056015,-.082138166,-3.3283632,.96874642,.13043147,1.0188677,-.27198109,6
-2.7080765,.46416995,12,2,1,0,-.82285333,14.081182,.33333334,.39393941,.18181819,.5061314886870998,33,0,55.126625,37,0,1,0,1,1.9267201,-.14398949,-1.0410783,-.039366469,.1579112,.046315301,-.85279143,.076366119,-.082138166,-.45617607,.10806207,-.26789409,.14967063,-1.2610061,1
-.1114057,.63518125,22,2,0,0,-.16715629,14.942926,.40384614,.46153846,.17307693,.3274447152507399,52,0,41.9603,23,0,1,0,1,.41346768,.82491696,-.31033483,.31209105,1.9806043,.73764318,.65937561,.71049106,-.27669781,-.004593364,-.25893682,-.52216679,-.34669834,-.27198109,2
.48782599,.80619258,11,1,1,0,-.19843262,13.485002,.36507937,.46031746,.25396827,.6798170434300992,63,0,37.9603,19,0,1,0,1,-.36390242,.35724071,.055036951,.8033632,-1.3789108,-.45777732,.65937561,1.3454882,-.21490996,-.45617607,2.5397418,-1.7544686,-2.6618493,-1.0515107,1
-.3111496,.29315862,31,1,0,0,-.077288829,15.837603,.5131579,.5,.17105263,.356405268212274,76,0,44.046543,23,0,1,0,1,1.7295731,2.3626096,-.80728912,.8033632,-.33467153,-.45777732,-2.5068717,1.1440871,-.95461774,-1.0716659,-.13225028,-1.7544686,.52249879,-1.0515107,3
-1.1101252,.80619258,10,0,1,0,.062863559,13.503847,.50980395,.39215687,.35294119,.4175966949117745,51,0,35.96167,14.2,0,1,0,1,.71511543,.63879067,-1.2717713,-.66093439,2.0128505,.99714255,.35532027,1.3069196,-.082138166,-.43150184,-.25893682,.91215891,-.20935728,.48474586,1
.88731378,.80619258,30,0,0,0,.46479553,15.55584,.58333331,.41666666,.33333334,.3122483752454312,48,0,40.213551,18,1,1,1,1,.80572653,1.0783473,1.4423213,1.7923232,-.40538761,-.76383126,2.5917034,1.1440871,2.3887613,2.0544012,-.27436021,.91215891,-.12896925,.96332812,3
-.91038132,-.39088663,40,0,0,0,.059544012,13.365989,.43636364,.47272727,.29090908,.4396146444667059,55,1,33.464748,15,1,1,1,1,.11197883,1.9356902,-.92139375,-.63614088,-.90398836,-.4870249,-.87366897,-.035907388,-2.6389105,-1.511067,-.23524985,.47129273,1.1189736,-.085529365,4
1.0870577,.63518125,50,0,1,0,-.27549896,14.443563,.51111114,.46666667,.26666668,.4458951052394398,45,0,29.875427,6,1,1,0,0,-.61115897,.32577792,-.40882525,-.35901612,-.098469861,.52088922,-.40917218,.27689499,-.92605126,-.004593364,-1.5020435,-1.8842125,-.48403937,-.96839315,5
-1.7093569,.46416995,40,0,0,0,.14776929,13.578699,.3943662,.46478873,.28169015,.2367657769431064,71,0,39.126625,19,1,1,1,1,.29641363,-1.7935979,-2.1831944,-.93985599,-.62783539,-1.3406683,-1.0536666,-2.4798918,-.082138166,-.004593364,.96874642,.91215891,2.5079744,1.9204929,4
.28808209,-.048864014,50,0,1,0,-.096411966,14.579829,.45652175,.26086956,.15217391,.4178469511398229,46,1,33.9603,2.3,1,1,1,1,-.12487084,-1.1946294,.055036951,.85521591,-.54805529,1.494173,-2.2225211,.24869406,-.082138166,-.45617607,-.62593573,.91215891,-.84306729,-.47241884,5
-1.7093569,-.048864014,11,1,1,1,.25092342,12.941404,.52173913,.5869565,.47826087,-.0296805069136306,46,1,34.127312,16,0,1,0,1,.24913298,-2.7873733,1.0235045,-2.3265975,.098065123,-1.8350593,-.1338214,-2.4259202,.050633684,1.037805,.10806207,.91215891,.14967063,3.2070594,1
.68756992,-.048864014,21,1,0,1,-.65410441,14.077818,.53846157,.53846157,.42307693,-.091304401156086,26,0,40.632442,16,1,1,1,1,.98553032,1.0766528,.041914485,-.35901612,.65189463,1.1885521,.65937561,.312924,-.082138166,-.004593364,.34719312,.25956073,1.0188677,-.27198109,2
